parent_lemma;parent_variant;parent_pos;parent_comment;child_lemma;child_variant;child_pos;child_comment
pesymistka;1;2;##K:  ##D: . [##P: ] {##L: };pesymista;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {smutek, złość, nieużyteczność, błąd, niewiedza} - m [Pesymista widzi wszystko w ponurych barwach i w nic nie wierzy.] ##A2: {smutek, złość, nieużyteczność, niewiedza, nieszczęście} - m [Jest okropnym pesymistą i ciągle tylko narzeka i mówi, że nasz projekt nie ma najmniejszych szans na powodzenie.]
petentka;1;2;##K:  ##D: . [##P: ] {##L: };petent;1;2;##K:  ##D: . [##P: ] {##L: }
pianistka;1;2;##K:  ##D: . [##P: ] {##L: };pianista;1;2;##K: og. ##D: człowiek, który zajmuje się grą na pianinie albo na fortepianie. [##W: Film Romana Polańskiego jest ekranizacją wspomnień Władysława Szpilmana, polskiego pianisty żydowskiego pochodzenia.] [##W: Prawo startu w Konkursie przysługuje wszystkim pianistom niezależnie od obywatelstwa, przy czym wiek ich jest ograniczony (w 2005 roku – od 16 do 30 lat).] {##L: }
piastowianka;1;2;##K: og. ##D: mieszkanka Piastowa - miasta w aglomeracji warszawskiej.;piastowianin;1;2;##K: og. ##D: mieszkaniec Piastowa - miasta w aglomeracji warszawskiej.
piątoklasistka;1;2;##K:  ##D: . [##P: ] {##L: };piątoklasista;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
piechurka;2;2;2;piechur;2;2;##K: książk. ##D: osoba, która porusza się pieszo. [##P: Żwawy piechur porusza się z prędkością ok. 6 km/h.]
pieguska;1;2;##K:  ##D: . [##P: ] {##L: };piegus;1;2;##K: og. ##D: osoba piegowata, taka, która ma piegi na skórze. [##P: Mój chłopak jest rudym piegusem i przyznam, że uważam to za urocze.] ##A1: {wstręt, brzydota} - s [Zdziwię się, jeśli jakaś dziewczyna będzie chciała takiego piegusa.] ##A2: {wstręt, brzydota} - s [Piegus nie jest zbyt przystojny, więc na pewno będzie mu trudno znaleźć partnerkę na studniówkę.]
piekarka;1;2;##K:  ##D: . [##P: ] {##L: };piekarz;1;2;##K:  ##D: . [##P: ] {##L: }
piekielnica;2;2;##K:  ##D: . [##P: ] {##L: };piekielnik;1;2;##K: pot. ##D: człowiek wybuchowy, porywczy, łatwo ulegający złości, mający trudny, zmienny, żywiołowy charakter. ##A1: {wstręt, złość, krzywda} - s [Z Piotrusia jest prawdziwy piekielnik, podczas lekcji lata po klasie, kradnie kredki i wysypuje ziemię z doniczek.] ##A2: {złość, wstręt, krzywda, błąd} - s [Do dzisiaj nie widzę żadnego powodu, dla którego ten piekielnik mógł urządzić awanturę.]
pielęgniarka;1;2;##K: og. ##D: samodzielny, medyczny zawód z grupy specjalistów do spraw zdrowia. {##L: http://pl.wikipedia.org/wiki/Piel%C4%99gniarka};pielęgniarz;1;2;##K:  ##D: . [##P: ] {##L: }
pieniaczka;1;2;##K:  ##D: . [##P: ] {##L: };pieniacz;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, błąd, krzywda, nieszczęście} - m [Z wichrzycielami i pieniaczami nie dyskutujemy, bo oni chcą tylko jak największej awantury.] ##A2: {złość, krzywda, błąd} - m [Ten pieniacz lubuje się w wywoływaniu bezsensownych awantur.]
pierwsza sekretarz;1;2;##K: og. ##D: kobieta na stanowisku sekretarza generalnego. <##DD>;pierwszy sekretarz;1;2;##K: specj. ##D: tytuł przywódcy partii politycznej, a także urzędnika administracyjnego w różnego typu organizacjach międzynarodowych, stowarzyszeniach, partiach politycznych, gremiach nieformalnych, itp. <##DD>
pierwszoklasistka;1;2;##K:  ##D: . [##P: ] {##L: };pierwszoklasista;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
piesza;1;2;##K:  ##D: . [##P: ] {##L: };pieszy;1;2;##K: og. ##D: człowiek, który przemieszcza się pieszo, bez użycia pojazdu. [##P: Podobno Rafał kiedyś po pijaku potrącił pieszego na pasach.] [##P: Od jakiegoś czasu piesi też mają swojego rzecznika w urzędzie miejskim.]
pieszczocha;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, szczęście} + s [Uwielbiam Ewkę, to taka pieszczocha.] ##A2: {radość, szczęście} + s [Ależ z tej Elżuni pieszczocha!];pieszczoch;1;2;##K: og. ##D: istota (człowiek, zwierzę), najczęściej młoda, łasa na pieszczoty lub taka, którą wszyscy chcą pieścić. [##Z: No połóż mi główkę na kolanku, ty mój słodki pieszczochu!] ##A1: {radość, szczęście} + s [W nagrodę dam ci buziaka, pieszczochu!] ##A2: {radość, szczęście} + m [Chodź do mamusi, pieszczochu kochany!] ##A3: {radość, szczęście} + s [Do nauczycielki podszedł Franuś, który był jej pupilem i pieszczochem.]  
pieszczoszka;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, szczęście} + s [Co słychać u mojej kochanej pieszczoszki?] ##A2: {radość, szczęście} + s [Mała pieszczoszka znów wchodzi wujkowi na kolana.];pieszczoszek;1;2;##K: og. ##D: istota (człowiek, zwierzę), najczęściej młoda, która lubi pieszczoty lub którą wszyscy wokół lubią pieścić. [##Z: Chodź ty mój pieszczoszku do babuni!] {##L: } ##A1: {radość, szczęście} + s [Chodź się przytulić, mój pieszczoszku.] ##A2: {radość, szczęście} + m [Karolek to jest taki pieszczoszek - cały czas chce się przytulać.]  ##A3: {radość, szczęście} + s [Mój synek jest pieszczoszkiem tatusia.]
pieśniarka;1;2;##K: og. ##D: śpiewaczka wykonująca piosenki (pieśni), zwykle własnego autorstwa i w skromnej oprawie muzycznej. [##P: ] {##L: };pieśniarz;1;2;##K: og.  ##D: artysta wykonujący piosenki (pieśni), zwykle własnego autorstwa i w skromnej oprawie muzycznej, bard. {##L: http://pl.wikipedia.org/wiki/Pie%C5%9Bniarz}
pieśniarka;2;2;##K: daw. ##D: poetka.;pieśniarz;2;2;##K: daw. ##D: poeta. ##A1: 0 ##A2: 0
pietrowiczanka;1;2;##K: og. ##D: mieszkanka Pietrowic Wielkich.;pietrowiczanin;1;2;##K: og. ##D: mieszkaniec Pietrowic Wielkich.
pięcioboistka;1;2;##K:  ##D: . [##P: ] {##L: };pięcioboista;1;2;##K:  ##D: . [##P: ] {##L: }
pięcioboistka nowoczesna;1;2;##K: og. ##D: kobieta, która bierze udział w pięcioboju nowoczesnym. <##as3DD>;pięcioboista nowoczesny;1;2;##K: og. ##D: sportowiec, który bierze udział w pięcioboju nowoczesnym. <##as3DD> 
pięciolatka;2;2;##K:  ##D: . [##P: ] {##L: };pięciolatek;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
pięćdziesięciolatka;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0;pięćdziesięciolatek;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
pięknisia;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, piękno, niewiedza, błąd} amb [Zamierzam zostać największą pięknisią na całym osiedlu.] [Czasami wstydzę się za moją pięknisię.] ##A2: {radość, złość, piękno, błąd} amb [Bardzo lubimy oglądać zdjęcia waszej pięknisi w Internecie.] [Obsługa sklepu miała już dosyć wybrednej pięknisi.];piękniś;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {wstręt, błąd, brzydota} - m [Piękniś w lśniącym garniturku przystawiał się do naszych dziewczyn.]  ##A2: {złość, wstręt, nieużyteczność, błąd} - m [Taki piękniś na pewno spędza wiele godzin przed lustrem.]
piętnastolatka;1;2;##K: og. ##D: dziewczyna piętnastoletnia. [##W: Zadebiutowała jako piętnastolatka w 2002 roku w kwalifikacjach do turnieju ITF w Bukareszcie.] {##L: } ##A1: 0 ##A2: 0;piętnastolatek;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
pijaczka;1;2;##K:  ##D: . [##P: ] {##L: };pijak;1;2;##K: pot. ##D: osoba uzależniona od alkoholu. ##A1: {smutek, złość, wstręt, nieużyteczność, krzywda, błąd, nieszczęście} - m [Mąż Kasi jest pijakiem, powinna go zostawić.] ##A2: {smutek, złość, wstręt, nieużyteczność, krzywda, błąd, nieszczęście} - m [Pod nocnym sklepem monopolowym gromadzi się zwykle cała zgraja pijaków.]
pijana;1;2;##K: og.;pijany;1;2;w użyciu rzeczownikowym (np. pijani stanowią zagrożenie na drodze) ##A1: {smutek, złość, wstręt, krzywda, błąd, nieszczęście} - s [Zamówiliśmy taksówkę pijanemu, bo przecież nie będzie prowadził.] ##A2: {smutek, złość, wstręt, krzywda, błąd, nieszczęście} - s [Pijany stworzył zagrożenie na drodze - prawie przejechał człowieka!]
pilanka;1;2;##K: og. ##D: mieszkanka Piły. #S1 ;pilanin;1;2;
piliczanka;1;2;##K: og. ##D: mieszkanka Pilicy.;piliczanin;1;2;##K: og. ##D: mieszkaniec Pilicy.
pilotka;2;2;##K:  ##D: . [##P: ] {##L: };pilot;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
pilotka;3;2;turystyka;pilot;2;2;##K:  ##D: . [##P: ] {##L: }
pilźnianka;1;2;##K: og. ##D: mieszkanka Pilzna - miasta w Czechach.;pilźnianin;1;2;##K: og. ##D: mieszkaniec Pilzna - miasta w Czechach.
piłkarka;1;2;##K:  ##D: . [##P: ] {##L: };piłkarz;1;2;##K: og. ##D: zawodnik w sporcie, w którym wykorzystuje się piłkę. [##P: Mamy w Polsce bardzo dobrych piłkarzy, bo i nasi siatkarze, i szczypiorniści, i czasem nawet futboliści zajmują wysokie miejsca w międzynarodowych rywalizacjach.] {##L: } 
piłkarka ręczna;1;2;##K: og. ##D: kobieta grająca w piłkę ręczną. [##P: Utalentowana piłkarka ręczna zdobyła dla drużyny 10 punktów.] <##DD> ;piłkarz ręczny;1;2;##K: og. ##D: sportowiec uprawiający piłkę ręczną. [##P: Po dwóch kolejnych porażkach polscy piłkarze ręczni wygrali z Ghaną.] <##DD> 
pingpongistka;1;2;##K:  ##D: . [##P: ] {##L: };pingpongista;1;2;##K:  ##D: . [##P: ] {##L: }
pingwinica;1;2;##K: og. ##D: samica pingwina.;pingwin;1;2;##K: og. ##D: bezlotek - ptak-nielot, poszczególne gatunki tego ptaka klasyfikowane są w taksonomii biologicznej w obrębie rodziny pingwinów (Spheniscidae). [##P: Pingwin rzucił się z kry w lodowatą wodę.]
pionierka;1;2;##K:  ##D: . [##P: ] {##L: };pionier;1;2;"##K: og. ##D: nowator, ten, który jako pierwszy coś robił. [##P: Można powiedzieć, że ten browar stał się pionierem elektryfikacji w Lublinie.] [##KPWr: W najbliższy poniedziałek zapraszamy na rozmowę ""Czy wszechświat jest komputerem?"" z ks. Henrykiem Paprockim - będziemy mówić o koncepcjach niemieckiego pioniera cybernetyki Konrada Zuse, matematyce, informatyce, teologii, życiu, wszechświecie i całej reszcie.]"
pionierka;2;2;członkini organizacji;pionier;2;2;##K: książk. ##D: członek komunistycznej organizacji młodzieżowej. [##W: Po ukończeniu 14 lat młodzież przestawała należeć do pionierów i mogła wstąpić do Komsomołu lub pozostać niezrzeszona.] [##W: Niezależnie od tego, ruch pionierów przejął część zewnętrznych form skautingu, jak praca w drużynach, umundurowanie, obozy w terenie, nauka gier i zabaw zręcznościowych, akcje pomocy starszym ludziom.] [##W: Wychowanie pionierów bazowało na cotygodniowych spotkaniach drużyn, w czasie których odbywano szkolenia ideologiczne, odbywały się też szkolenia i mityngi nieperiodyczne związane z ważniejszymi wydarzeniami politycznymi.]
pionierka;6;2;osadniczka;pionier;3;2;##K: og. ##D: osadnik, który jest lub był pierwszy na jakimś nowym terenie. [##P: Mój dziadek był pionierem Wrocławia.] ##A1: 0 ##A2: 0
piosenkarka;1;2;##K:  ##D: . [##P: ] {##L: };piosenkarz;1;2;##K:  ##D: . [##P: ] {##L: }
piotrkowianka;1;2;"##K: og. ##D: mieszkanka Piotrkowa Trybunalskiego. [##P: Moja ciocia jest piotrkowianką i mieszka w kamienicy, która zagrała Dom Bankowy Kramera w komedii ""Vabank"".]";piotrkowianin;1;2;"##K: og. ##D: mieszkaniec Piotrkowa Trybunalskiego. [##P: Mój dziadek jest piotrkowianinem i mówi, że pamięta, jak w 1965 roku w jego mieście kręcili ""Świętą wojnę"".]"
piotrkowianka;2;2;##K: og. ##D: kobieta pochodząca z Piotrkowa Kujawskiego albo tam mieszkająca. [##P: Posłanka PiS, Anna Sobecka, jest piotrkowianką.];piotrkowianin;2;2;"##K: og. ##D: mieszkaniec Piotrkowa Kujawskiego. [##P: Piotrkowianinem był dziennikarz, działacz polonijny, członek Kongresu Polonii Amerykańskiej, aktor z filmu z 1977 roku ""Kochaj albo rzuć"" (grał rolę adwokata pochodzenia polskiego o nazwisku Wrzesień) Robert Lewandowski.]"
piratka;1;2;##K: og. ##D: rozbójniczka, przestępczyni, która prowadzi awanturniczy tryb życia, należy do półświatka, i która - zwykle używając jakiegoś statku - napada na innych w celach rabunkowych. [##W: Charlotte Badger (ur. 1778, zm. po 1815) – brytyjska przestępczyni skazana na zesłanie do Australii, w późniejszym czasie uważana za pierwszą australijską piratkę.] [##W: Komiks stał się na tyle popularny, że w kolejnych latach (1971-1973), otrzymał możliwość rysowania następnej serii, tym razem o erotyczno-sensacyjnych przygodach pięknej piratki Jolandy Almavivy.] [##W: Zdradzona piratka przyłącza się do kapitana Reynoldsa i jego ludzi.] #S1;pirat;3;2;"##K: og. ##D: rozbójnik, osoba z półświatka, która prowadzi awanturniczy tryb życia i która zwykle używając jakiegoś statku, napada na innych w celu rabunkowym. [##P: Han Solo był galaktycznym piratem i chyba każdy chciałby dowiedzieć się więcej o jego przygodach sprzed akcji ""Gwiezdnych wojen"".] [##P: Powszechnie wiadomo, że piraci lubią rum.] [##P: Chodzisz ubrany w jakieś zdarte łachy jak pirat.] [##P: Kiedy już znalazł się na statku piratów, był o krok od odzyskania skradzionego skarbu.] [##P: Mam jedno anime, w którym piraci przemieszczają się sterowcami, w jednej scenie dochodzi nawet do bitwy powietrznej.] {##L: https://pl.wikipedia.org/wiki/Pirat} ##A1: 0 ##A2: 0"
piratka;3;2;##K: og. ##D: kobieta, która łamie zasady (głównie związane z własnością intelektualną), korzysta z czegoś nielegalnie. [##P: Coś ty, nie będę przecież piratką, kupię sobie swój egzemplarz tej płyty.] #S1;pirat;1;2;##K: og. ##D: ktoś, kto łamie zasady (głównie związane z własnością intelektualną), korzysta z czegoś nielegalnie. [##P: Nie jestem piratem, nie ściągam nielegalnie filmów z netu.] [##P: Jakiś pirat podpiął się pod nasze łącze!] ##A1: {złość, wstręt, nieużyteczność, krzywda, błąd, nieszczęście} - m [Piraci naruszają prawa autorskie twórców.] [Zamknięto w zeszłym miesiącu trzech piratów nadających bez koncesji.] ##A2: {złość, strach, wstręt, nieużyteczność, krzywda, błąd, nieszczęście} - m [Uważaj, żeby jakiś pirat nie ukradł twoich poufnych plików i nie opublikował na Facebooku.] [Okazało się, że właścicielami mojej ulubionej stacji są piraci, którzy nie mieli na nią zezwolenia!]
piratka;4;2;##K: og. ##D: kobieta, która łamie przepisy ruchu drogowego, narażając bezpieczeństwo swoje i innych osób na drodze. [##P: Ciotka Zuźka to piratka drogowa, strach z nią jeździć, ma już chyba z 20 punktów karnych.] #S1;pirat;2;2;##K: og. ##D: osoba, która łamie przepisy ruchu drogowego, narażając bezpieczeństwo swoje i innych osób na drodze. [##P: On jeździ jak pirat, nie wsiądę do samochodu, jeśli on ma prowadzić.] [##P: Wśród rowerzystów też jest wielu piratów nagminnie łamiących przepisy ruchu drogowego.] ##A1: {złość, strach, wstręt, krzywda, błąd} - s [Ten pirat powinien stracić prawo jazdy.] ##A2: {smutek, złość, strach, wstręt, krzywda, błąd, nieużyteczność} - m [Przez takich piratów jest coraz więcej wypadków, w których giną niewinni ludzie.] ##A3: {złość, strach, wstręt, krzywda, błąd} - m [Taki bezmyślny pirat nawet nie potrafi wyobrazić sobie ogromu nieszczęść, których jest przyczyną.]
piromanka;1;2;##K:  ##D: . [##P: ] {##L: };piroman;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
pisarka;1;2;##K:  ##D: . [##P: ] {##L: };pisarz;1;2;##K: og. ##D: osoba, której zajęciem jest pisanie, tworzenie, zwłaszcza - prozy. [##KPWr: Wiedziałem, że Gladwell jest świetnym pisarzem popularnonaukowym - okazuje się, że opowiada równie dobrze, jeśli nie lepiej.] ##A1: 0 ##A2: 0
piwniczanka;1;2;##K: og. ##D: mieszkanka Piwnicznej.;piwniczanin;1;2;##K: og. ##D: mieszkaniec Piwnicznej.
piwoszka;1;2;##K:  ##D: . [##P: ] {##L: };piwosz;1;2;##K: og. ##D: człowiek bardzo lubiący piwo, smakosz wypijający ogromne ilości tego trunku. ##A1: 0 ##A2: 0
planistka;1;2;##K:  ##D: . [##P: ] {##L: };planista;1;2;##K: og. ##D: osoba zajmująca się tworzeniem planów przestrzennego zagospodarowania, najczęściej planów miast. [##P: W ramach rozgrywki gracz wciela się w planistę i przywódcę miasta, odpowiada za jego zarządzanie i rozwój.] {##L: }
plantatorka;1;2;##K:  ##D: . [##P: ] {##L: };plantator;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
plastyczka;1;2;##K:  ##D: . [##P: ] {##L: };plastyk;2;2;##K:  ##D: . [##P: ] {##L: }
plastyczka;2;2;nauczycielka;plastyk;3;2;nauczyciel plastyki i sztuki w szkole
plażowiczka;1;2;##K:  ##D: . [##P: ] {##L: };plażowicz;1;2;##K:  ##D: . [##P: ] {##L: }
plebejka;1;2;##K: daw. ##D: kobieta pochodzenia plebejskiego, kobieta plebejusz. ;plebejusz;1;2;##K: og. ##D: w dawnych społeczeństwach: człowiek, który nie jest szlachciem, który pochodzi z ludu, gminu. ##A1: 0 ##A2: 0
plebejka;2;2;##K: og. ##D: lekceważąco o kobiecie wywodzącej się z ludu, niewykształconej, mającej małe potrzeby kulturalne.;plebejusz;2;2;##K: pot. ##D: prostak, człowiek, który ma maniery jak z pospólstwa, jest niewykształcony, nieobyty kulturowo, jego zachowanie zdradza, że nie należy do elit.  ##A1: {złość, wstręt, nieużyteczność, niewiedza, błąd} - m [Po jego zachowaniu widać, że plebejusz, chociaż bardzo się stara udawać kogoś, kim nie jest.] ##A2: {złość, wstręt, nieużyteczność, błąd, niewiedza} - m [Nie będę spotykać się z jakimś plebejuszem, w końcu jestem córką prezydenta.]
plotkara;1;2;##K: pot.;plotkarz;1;2;##K: og. ##D: człowiek powtarzający, rozpowiadający informacje powierzone mu w sekrecie, często również informacje nieprawdziwe, niesprawdzone, zmyślone.
plotkarka;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {smutek, złość, krzywda} - s [Czy ta plotkarka nie ma swojego życia?] ##A2: {smutek, złość, wstręt, krzywda, błąd} - s [Ucisz tę plotkarkę, bo opowiada głupoty.];plotkarz;1;2;##K: og. ##D: człowiek powtarzający, rozpowiadający informacje powierzone mu w sekrecie, często również informacje nieprawdziwe, niesprawdzone, zmyślone.
płaczka;1;2;##K: og. ##D: kobieta, która płacze często i zazwyczaj bez powodu. [##P: ] {##L: };płaczek;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, nieużyteczność} - s [Beksa, maminsynek i płaczek - czy naprawdę chcesz taką mimozę za męża?] ##A2: {smutek, złość, nieużyteczność, nieszczęście} - s [Michaś to straszny płaczek, ale mam nadzieję, że z tego wyrośnie.]
płotkarka;1;2;##K:  ##D: . [##P: ] {##L: };płotkarz;1;2;##K: og. ##D: zawodnik lekkoatletycznej dyscypliny - biegu przez płotki.
pływaczka;1;2;##K: og. ##D: osoba, która pływa. [##P: ] {##L: };pływak;1;2;##K: og. ##D: mężczyzna lub chłopiec uprawiający pływanie. [##P: Mikołaj był najlepszym pływakiem w klasie.] [##P: Marny ze mnie pływak, ale lubię sobie od czasu do czasu zrobić kilka basenów stylem klasycznym dla rozruszania kości.]
pobożnisia;1;2;##K:  ##D: . [##P: ] {##L: };pobożniś;1;2;##K: książk. ##D: pogardliwie o osobie nadmiernie eksponującej swoją pobożność. ##A1: {złość, wstręt, błąd, krzywda, nieużyteczność} - s [Stary pobożniś zawsze siadał w pierwszej ławce w kościele.] ##A2: {złość, wstręt, nieużyteczność} - s [Ten pobożniś robi się już żałosny.]
pochlebczyni;1;2;##K:  ##D: . [##P: ] {##L: };pochlebca;1;2;##K: og.  ##D: osoba schlebiająca, nadskakująca i gorliwie przytakująca komuś dla pozyskania względów, poplecznik. [##P: ] {##L: } ##A1: {złość, wstręt, nieużyteczność} - m [Strzeż się pochlebców, bez wahania wbiją ci nóż w plecy.] ##A2: {złość, wstręt, nieużyteczność, błąd} - m [Nie zgrywaj takiego pochlebcy, bo i tak nic tym nie zyskasz.]
pocieszycielka;1;2;##K:  ##D: . [##P: ] {##L: };pocieszyciel;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, zaufanie, użyteczność, dobro, szczęście} + s [Po śmierci moich bliskich to właśnie Robert był mi opoką, wsparciem i największym pocieszycielem.] ##A2: {zaufanie, dobro} + s [Zdrada męża była dla mnie ciosem, jednak mogłam liczyć na znajomych, którzy byli moimi pocieszycielami.]
